stateDescription,2001-01,2001-02,2001-03,2001-04,2001-05,2001-06,2001-07,2001-08,2001-09,2001-10,2001-11,2001-12,2002-01,2002-02,2002-03,2002-04,2002-05,2002-06,2002-07,2002-08,2002-09,2002-10,2002-11,2002-12,2003-01,2003-02,2003-03,2003-04,2003-05,2003-06,2003-07,2003-08,2003-09,2003-10,2003-11,2003-12,2004-01,2004-02,2004-03,2004-04,2004-05,2004-06,2004-07,2004-08,2004-09,2004-10,2004-11,2004-12,2005-01,2005-02,2005-03,2005-04,2005-05,2005-06,2005-07,2005-08,2005-09,2005-10,2005-11,2005-12,2006-01,2006-02,2006-03,2006-04,2006-05,2006-06,2006-07,2006-08,2006-09,2006-10,2006-11,2006-12,2007-01,2007-02,2007-03,2007-04,2007-05,2007-06,2007-07,2007-08,2007-09,2007-10,2007-11,2007-12,2008-01,2008-02,2008-03,2008-04,2008-05,2008-06,2008-07,2008-08,2008-09,2008-10,2008-11,2008-12,2009-01,2009-02,2009-03,2009-04,2009-05,2009-06,2009-07,2009-08,2009-09,2009-10,2009-11,2009-12,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10,2018-11,2018-12,2019-01,2019-02,2019-03,2019-04,2019-05,2019-06,2019-07,2019-08,2019-09,2019-10,2019-11,2019-12,2020-01,2020-02,2020-03,2020-04,2020-05,2020-06,2020-07,2020-08,2020-09,2020-10,2020-11,2020-12,2021-01,2021-02,2021-03,2021-04,2021-05,2021-06,2021-07,2021-08,2021-09,2021-10,2021-11,2021-12,2022-01,2022-02,2022-03,2022-04,2022-05,2022-06,2022-07,2022-08,2022-09,2022-10,2022-11,2022-12,2023-01,2023-02,2023-03,2023-04,2023-05,2023-06,2023-07,2023-08,2023-09,2023-10,2023-11,2023-12,2024-01
Alabama,2944.989208,2416.4102940000002,2357.844154,2425.814158,2565.58612,2867.751824,3117.628828,3162.62538,2840.825594,2393.313208,2324.688816,2325.825618,2848.174292,2297.88252,2501.6685399999997,2472.471016,2712.633092,2911.006936,3297.2931,3334.179168,3040.70751,2693.072838,2426.538314,2691.203872,2912.145098,2711.463348,2505.814988,2448.149574,2765.7017659999997,2821.757516,3203.39018,3304.191302,3055.795782,2584.7432959999996,2480.6487819999998,2743.886376,3008.64517,2760.403126,2665.524964,2549.834638,2897.182896,3115.979666,3464.0029459999996,3338.9201719999996,2885.1877680000002,2673.22154,2532.549614,2856.755094,2961.0912,2719.134544,2728.379976,2583.0326919999998,2784.638034,3085.102862,3420.2179279999996,3502.0058440000003,3375.5795279999998,2915.132036,2614.381622,2991.951732,2940.1782319999998,2723.4532520000002,2747.937352,2640.4299419999998,2972.233214,3253.140422,3680.50676,3721.732276,3316.3767720000005,2825.966364,2575.646384,2873.4770280000002,2976.663568,2906.9827720000003,2767.0335619999996,2626.885362,2950.360984,3263.841654,3530.1867359999997,3802.097148,3441.7980159999997,2962.971388,2642.95759,2859.60682,3183.613152,2920.914344,2790.5305120000003,2646.444792,2864.584762,3335.318554,3543.178136,3481.6175439999997,3168.782362,2698.3176200000003,2524.910212,2724.699622,2861.4372080000003,2615.237902,2456.040978,2314.1493459999997,2606.7967519999997,2912.55661,3375.161368,3226.0128,2969.061302,2558.797374,2456.669106,2785.920048,3234.60883,2970.995812,2769.2426480000004,2495.7872899999998,2773.474856,3292.367542,3612.937936,3661.673448,3267.676434,2653.377304,2486.8952679999998,3126.020638,3258.801208,2814.789526,2694.5370599999997,2558.347844,2732.9310880000003,3339.508704,3523.0854059999997,3690.4488340000003,3053.9058959999998,2584.417168,2543.999206,2803.375656,2859.911634,2634.959964,2624.448836,2577.084576,2901.749344,3091.497626,3467.1235699999997,3356.0572220000004,3000.23696,2626.112608,2583.8036,2750.03327,2925.543344,2689.671502,2782.821564,2591.6665860000003,2749.259928,3139.519482,3304.199676,3380.103708,3118.560744,2793.383688,2697.622366,2968.4902260000003,3425.388984,2928.869784,2829.558194,2555.358708,2816.1822540000003,3162.984634,3376.8773300000003,3445.994036,3235.178846,2787.065944,2703.658692,2930.373404,3203.85631,2973.809546,2804.199406,2543.4244879999997,2803.843878,3232.74231,3561.193522,3499.7161079999996,3064.620652,2682.14514,2509.813004,2658.85284,3075.38363,2787.206844,2574.738764,2477.712286,2761.757416,3205.5357,3529.416392,3546.200542,3241.063756,2748.33934,2526.00412,2816.697606,2880.12698,2459.446112,2647.579446,2601.269618,2792.3145680000002,3021.99437,3425.0853799999995,3419.98953,2951.766964,2777.8650079999998,2593.29898,2925.95506,3428.421052,2634.454898,2685.347508,2510.412234,2909.817828,3265.001354,3482.987424,3462.0918680000004,3266.048396,2886.7501199999997,2706.363522,2874.486204,3048.003688,2595.092426,2674.664964,2506.400236,2901.642244,3113.8132720000003,3415.4181839999997,3486.2147579999996,3309.245162,2817.277168,2606.8074079999997,2763.4653,2870.571406,2695.098936,2591.912794,2283.380472,2504.275928,2874.852896,3289.391964,3352.46544,2919.196892,2590.8989119999997,2461.99354,2924.202828,3023.774904,2774.681224,2653.957068,2464.409612,2636.278572,3001.679778,3284.53625,3405.7268759999997,3014.607694,2729.775,2593.3385719999997,2651.300856,3090.437638,2714.134032,2595.0353,2456.709692,2872.14082,3294.028162,3551.949718,3394.419808,2969.258828,2534.20363,2512.19864,2826.501736,2848.607218,2531.638136,2614.603014,2475.391142,2688.97791,3045.673992,3443.735164,3577.793756,3142.496618,2606.649,2556.799596,2798.832788,3207.926086
Alaska,208.414264,194.43862199999998,177.518302,176.878714,166.360264,165.69379,168.43733600000002,169.082254,171.980444,175.047928,194.61149,213.16859799999997,209.455182,198.160886,185.126632,180.293586,171.04723800000002,165.87106,165.920472,173.641332,173.969372,178.345848,187.48976599999997,196.87422,216.35220199999998,190.15569,184.23421000000002,178.147536,175.27110199999998,167.35044,172.9086,177.194322,176.067026,181.096874,196.49800399999998,210.19679200000002,229.623076,203.274792,190.57582399999998,193.348316,177.463624,170.647882,179.77858,182.52264599999998,183.993508,189.04013600000002,198.022112,217.10310600000003,227.134694,208.26341200000002,196.170612,187.695298,175.461174,175.185248,184.680802,182.138816,192.336996,197.50322799999998,212.48920800000002,225.968908,234.94559800000002,221.938316,208.905422,205.739432,183.266584,188.363662,189.078422,193.412596,195.638426,197.526514,219.187116,234.914318,243.61804,221.753476,222.336338,210.43329,192.907004,190.471372,196.818952,204.270352,198.585188,198.216704,216.46186400000002,234.771416,248.860912,236.11158,217.07455599999997,203.96369199999998,195.321692,185.90196799999998,189.15527400000002,196.042092,199.31839,206.903156,219.10085600000002,232.623432,249.15646,222.41206400000002,213.14389599999998,203.647672,192.707684,188.28391,193.272276,196.68379199999998,192.57952,203.02907,215.54952400000002,237.60252799999998,239.12107999999998,213.670752,219.371034,200.62709999999998,191.098812,186.530744,194.95780399999998,200.923338,193.588416,202.297842,214.27054800000002,242.357748,247.560634,221.33984,224.63675199999997,203.525236,192.643652,185.846046,189.940616,198.012356,194.026792,203.74447600000002,224.60041,241.939182,247.49293200000002,238.06671599999999,222.69655200000003,206.31492400000002,192.244158,186.77468,196.61246799999998,199.81278,195.172152,204.39349199999998,226.422948,250.56059199999999,245.49473200000003,211.88278799999998,216.203916,206.15278800000002,198.334644,187.438346,192.134828,201.206482,195.11982600000002,201.86527,210.505188,240.945996,240.490874,212.62903,220.79044600000003,197.25714,188.377294,184.966912,190.06626,193.857992,193.79951599999998,201.715508,211.850826,230.123014,232.71635,219.240398,214.67867,199.044212,188.885744,183.196356,189.65087599999998,196.201164,192.86976399999998,201.449566,210.567036,235.181468,230.83304800000002,213.90052,210.72792199999998,192.06459,187.510628,184.851036,189.21849,197.67076400000002,188.10857800000002,202.50694800000002,213.69865199999998,238.18964,242.595078,221.02410799999998,222.22261199999997,201.36787999999999,188.386348,183.044982,190.761808,194.129776,189.42038,197.55537999999999,214.572878,229.23837600000002,229.428692,220.05489400000002,214.216568,191.451392,188.820916,178.876068,186.483694,187.55329999999998,186.119652,187.98854799999998,202.3166,215.67646800000003,224.39462400000002,204.357652,203.677576,181.82375199999998,183.555328,173.914286,184.20588600000002,191.259188,180.18507,191.27051999999998,196.443824,212.434312,237.362876,216.39873200000002,214.083662,188.934346,173.12896,170.694906,179.929324,185.04215200000002,178.159562,191.745972,209.339182,222.21113400000004,216.60332400000001,208.33115600000002,217.73422,193.976568,184.41974399999998,176.06500999999997,181.54452,183.906242,183.833304,194.157912,213.420124,233.743482,231.955062,204.17893999999998,210.976044,192.53454,186.957602,180.692408,185.188988,188.864202,184.81860999999998,193.90322799999998,208.78282800000002,231.97955000000002,234.66650800000002,199.34373799999997,217.64083999999997,196.647986,187.80293,178.962556,188.300744,191.080908,182.393902,195.548688,202.69056,226.376504,235.283228
Arizona,1914.7167020000002,1766.4009119999998,1744.8413940000003,1673.845708,2052.75037,2326.4916980000003,2590.075964,2611.6474559999997,2452.3126819999998,2138.68725,1774.1297719999998,1863.821684,1929.492746,1746.421864,1780.138716,1732.141228,1996.63943,2340.258514,2733.3865880000003,2682.7131959999997,2479.824304,2056.006778,1715.6862560000002,1847.5851879999998,1831.121848,1652.4190999999998,1736.245682,1666.208946,1940.6561040000001,2426.471082,2828.501966,2867.212644,2644.4704119999997,2295.4779759999997,1809.987268,1933.050978,1974.6755779999999,1857.550722,1920.8430540000002,1903.044264,2174.361702,2533.2549599999998,2831.542562,2893.624368,2641.5528839999997,2160.03332,1845.836532,2036.980454,2049.4361,1813.6215280000001,1866.268432,1847.363784,2226.603098,2665.033194,3095.693882,3051.77871,2824.17409,2334.108068,1907.360008,2074.833508,2113.0220820000004,1894.667068,1998.333008,1953.4896560000002,2445.65312,2938.42904,3312.748338,3210.225998,2836.130304,2364.722466,2043.0853439999998,2190.60397,2340.2598420000004,2027.162758,2071.060902,2055.96624,2554.3161680000003,2884.4457,3384.830932,3416.2571020000005,3207.809682,2520.8739020000003,2148.7254540000004,2265.5737120000003,2324.532374,2170.625524,2092.3463540000002,2068.262664,2364.8121459999998,2879.797512,3360.129822,3396.8837460000004,3049.538778,2520.71832,2104.5071,2175.0120739999998,2184.4690760000003,1929.542182,2001.918792,1952.405652,2541.290806,2643.3014080000003,3321.52136,3335.0472600000003,2970.70126,2334.496588,2021.92027,2136.556958,2165.607914,1921.21322,2005.3271359999999,1984.360672,2242.185206,2814.613622,3392.675074,3236.516312,2963.801722,2318.8168,1992.6291959999999,2095.4651299999996,2250.4725320000002,2060.3034660000003,2000.790366,2090.782456,2308.171756,2823.147548,3329.060276,3523.1181920000004,2965.210184,2355.26864,1977.010644,2294.121946,2149.805374,1980.68111,2022.3174780000002,2140.413288,2580.417684,3032.083436,3232.795196,3423.1885620000003,2872.196298,2373.345544,2017.2206959999999,2200.87254,2344.936736,2014.4085200000002,2049.9972740000003,2125.785876,2569.8088479999997,3101.2536,3419.331228,3319.5708120000004,2874.139014,2203.9174780000003,2013.625086,2228.040344,2219.767558,1910.039784,2033.275232,2122.793218,2555.648506,3095.576774,3483.966448,3280.636232,3019.573224,2485.065578,2072.550492,2240.1809519999997,2286.4869019999996,1886.737726,2139.386252,2131.8716,2362.218672,3112.346052,3407.416072,3556.78452,3047.681212,2538.699368,2088.6229940000003,2381.515018,2367.01175,2079.709212,2130.7709800000002,2160.12554,2503.892132,3289.3036,3647.854234,3409.0828840000004,2835.77203,2547.602626,2109.338364,2214.667864,2255.8032240000002,1934.525392,2160.613308,2206.8278760000003,2565.826342,3247.645648,3546.9169739999998,3460.7204819999997,2959.101324,2472.3704740000003,2046.4478760000002,2201.705884,2184.67326,1946.398264,2107.0362840000003,2282.366004,2645.857962,3143.752084,3634.5956899999996,3621.733158,3149.150908,2320.6801179999998,2053.43336,2248.843708,2312.626988,2115.246534,2095.722284,2175.117256,2328.9993,3004.903558,3642.811372,3741.3646780000004,3062.770894,2390.8722000000002,2046.9696659999997,2254.263288,2307.771514,2095.367324,2068.836968,2156.678644,2830.000492,3147.946564,3823.629516,3937.20899,3201.530362,2720.626266,2184.280142,2310.152832,2342.383206,2002.184346,2156.201382,2312.96728,2736.74968,3509.912378,3683.2516020000003,3647.1757919999995,3210.3621080000003,2437.168452,2157.1629860000003,2292.476792,2356.5607680000003,2101.826536,2266.5421579999997,2364.884512,2865.4501099999998,3494.782654,3913.9189359999996,3700.416126,3364.7747280000003,2613.3194599999997,2195.275738,2440.85509,2470.187596,2189.83546,2255.5817739999998,2355.868458,2800.50997,3090.916978,4269.320487999999,4048.7022599999996,3234.1780360000002,2794.9462439999998,2246.146198,2375.4753,2530.43393
Arkansas,1521.6840539999998,1302.746122,1212.6039219999998,1189.413744,1230.754818,1420.135904,1670.644848,1771.245112,1628.947118,1338.936536,1163.164576,1242.7028500000001,1401.3548620000001,1324.172712,1257.838726,1185.3782340000002,1304.912076,1431.31183,1661.3372279999999,1678.5986819999998,1683.109868,1511.5555319999999,1233.66245,1306.591,1437.678298,1404.735152,1323.351546,1199.406604,1303.6523,1448.863366,1665.16592,1735.405668,1685.8929400000002,1365.704772,1259.8627780000002,1413.584256,1461.5387640000001,1407.696884,1315.068114,1258.223792,1315.506904,1525.733438,1658.7858520000002,1721.430728,1652.82397,1483.832834,1313.22613,1355.0765880000001,1505.212958,1404.539518,1334.852276,1286.591756,1343.0564319999999,1582.645076,1837.53531,1898.368868,1855.129032,1602.175862,1373.793844,1442.068272,1533.900656,1411.255964,1416.028554,1348.2885959999999,1432.361772,1641.0440119999998,1847.293794,1999.1541819999998,1758.0346560000003,1471.651448,1351.745674,1443.4902900000002,1536.494184,1545.632184,1424.099698,1324.442912,1380.2944439999999,1605.83624,1780.3273860000002,1935.354852,1850.7634719999999,1581.643452,1393.714874,1463.3527040000001,1599.489548,1563.261536,1453.94057,1345.534174,1386.613956,1635.151928,1818.2416120000003,1885.582962,1622.847002,1407.039164,1301.8635419999998,1434.306414,1509.138622,1393.3170679999998,1308.753528,1203.284148,1236.294584,1472.938694,1777.1769140000001,1733.2529419999998,1558.782064,1362.631652,1265.1983679999998,1448.473014,1700.87696,1577.942088,1457.330754,1318.915718,1378.7078,1701.2145759999999,1947.0857540000002,2040.436592,1824.8566660000001,1493.987914,1330.450728,1505.90846,1693.5766159999998,1589.982986,1405.093398,1366.202732,1386.8145260000001,1720.04791,1984.050412,2058.88502,1733.859932,1454.148692,1330.392992,1448.076396,1564.272066,1466.142308,1397.7469919999999,1342.108972,1437.0844419999999,1680.7643199999998,1933.9197659999998,1994.367958,1732.0473200000001,1453.530344,1342.888984,1398.953334,1584.364178,1481.433662,1479.4744620000001,1394.425104,1338.668286,1548.835472,1809.607004,1832.4777399999998,1768.783612,1537.561798,1346.912024,1550.670268,1701.855848,1643.018018,1515.003428,1337.0973179999999,1303.557836,1544.618056,1750.7657279999999,1818.860066,1793.3921839999998,1505.1611619999999,1400.244332,1518.546428,1632.6877,1541.8421819999999,1588.2879360000002,1294.5143400000002,1323.694186,1560.546312,1863.800348,1943.235914,1701.7040000000002,1478.111602,1284.70575,1372.9313399999999,1559.404806,1498.038352,1369.3485859999998,1288.010918,1316.209128,1545.149734,1930.4652999999998,1896.5350999999998,1739.5981060000001,1527.7381019999998,1361.1380219999999,1443.739056,1589.497072,1390.501766,1384.808524,1332.719382,1383.666228,1606.873716,1794.064072,1869.1916259999998,1659.137634,1571.834564,1383.696394,1468.3894340000002,1794.300996,1602.025844,1460.0430419999998,1379.628706,1483.4490879999998,1773.42602,1987.021532,1939.940362,1822.245508,1618.780854,1431.112118,1549.109132,1627.2862639999998,1564.2749159999998,1531.1434379999998,1353.441694,1388.36668,1604.614478,1821.6372299999998,1938.624432,1865.5256399999998,1593.0783219999998,1432.2977839999999,1516.921924,1584.533498,1526.614034,1446.202136,1271.2038440000001,1280.2623600000002,1496.333432,1809.733814,1873.417036,1703.3359919999998,1455.220488,1351.8104939999998,1541.734072,1695.6369060000002,1631.1150579999999,1534.991794,1366.919816,1413.8987080000002,1636.745108,1892.5024239999998,1980.816028,1839.439648,1555.879162,1424.01288,1493.29928,1662.603208,1589.996644,1518.3771579999998,1384.5753559999998,1487.075184,1715.365034,2048.497918,1985.408824,1727.8396400000001,1491.05563,1407.644896,1580.625708,1698.126916,1558.36872,1431.453876,1370.624836,1466.254398,1692.8945199999998,1940.8152340000001,2086.4070199999996,1887.5333640000001,1534.227196,1460.491084,1575.7305419999998,1839.45259
California,8697.726672,7322.223664,8540.563508,7542.239943999999,7944.902988,8477.696818,8615.43704,9508.995944,8240.358202,8639.98281,7589.675384,7983.708221999999,7945.515305999999,7112.5202340000005,7290.853075999999,7445.72332,7445.899095999999,7810.20379,8933.93409,8889.76746,8438.00447,8378.973396,6785.041908000001,7608.896656,7991.768248,6925.200768,7360.9822939999995,7199.033006,7304.657499999999,8049.174787999999,9331.48163,9386.43217,9336.569682000001,8789.818572,7268.740820000001,8344.666926,8075.4432719999995,7150.625303999999,7913.090948,7856.9863159999995,7566.704331999999,8814.455838,9012.070356,9802.971507999999,9363.355942,8370.814504,7711.629696000001,9172.241192,8188.365756000001,7318.01053,8283.804408,7462.539266,7764.881068,8746.792856,9096.78511,10562.37935,9390.038504,8368.273270000002,7963.043201999999,8554.889476,8374.502374,7602.208356,8541.1414,7281.411378,8232.91354,9294.921204,10082.521678000001,11006.992196000001,9472.528372,8746.602282,8023.595224,8524.0732,8852.032868,7667.0227939999995,8125.785433999999,7834.252353999999,8471.44534,8816.446944,10002.20953,10367.963264,9989.872332,9066.947052,8090.086131999999,8409.900354,9047.968472,7988.11679,7970.861164,8146.276788,8376.860518,8921.789982,10515.387548,9923.138686,10232.997602,9408.716012,7750.872844,8979.101198,8379.040526,7636.940884000001,7950.296092,7993.532646,7948.730952,8811.220074,9765.682152,9872.596576,9945.175656,9089.55802,7663.625338,8777.071485999999,8102.416468,7615.2158899999995,8344.448882,8102.21768,7607.060175999999,8814.640238,9446.524372,9813.47288,9598.377132,9002.483936,8045.8178100000005,8919.681346000001,8404.066024,7655.460256,8606.13962,7764.135926,8076.4021379999995,8715.425138,9342.006856,10428.251078,10056.626154000001,8829.106844,8175.791078,8723.268902,8355.018326000001,7620.151112,8071.13051,7579.056104,8240.48055,8806.090212,9333.6022,10492.949924,9647.142328,9526.69541,8009.4244979999985,8133.474036,8810.915140000001,7685.010054,7930.742692,7755.476755999999,8531.001494,8792.511068,10254.006116,10058.967092,9718.894828,8860.723048,7597.502352,8537.232956,8413.603284,7491.199602000001,7597.7031019999995,7938.803512,8285.043436,9051.862938,10254.232164,10111.728054000001,10213.9599,9681.65558,7466.968107999999,8527.154734,8174.665923999999,7290.090118,7961.933862,8007.819044000001,7776.635682,8836.559682,10076.543178,9820.872577999999,10217.861842,9731.7295,7953.674154,8619.789236,8046.720026,7438.737004,8089.957696,7659.120374,7756.0696,8943.301488000001,9559.918352,10806.410335999999,9676.076562,8563.125676,7896.531744,8302.685136,8278.844076,7241.012772,7869.89491,7413.086022,8020.416906,9300.015308,10186.069816,10700.07466,9680.500664000001,8496.113502,7767.352614,7953.79356,8182.019802,7187.303776000001,8603.706704,7355.594835999999,7951.192153999999,8439.530436,10137.148186,11949.839304,8124.903542,8965.927674,7324.184734,7868.3576379999995,8443.023980000002,7123.292014000001,7826.185052000001,7133.2247560000005,8087.053876,7783.305856000001,9920.312684,10406.78799,9180.971346,8847.201684,6829.005808,8571.118964,8224.898772,6713.508506,7733.998414,6785.392064,7582.677529999999,8583.948506,10439.327972000001,9600.762226,9590.145454000001,9435.190272,6689.4816120000005,8690.537488,7431.883543999999,6425.588272,8460.456868,6121.780212,7441.997476,8956.432338,10427.207654000002,10402.265730000001,9443.074735999999,8256.508414,7501.8083400000005,8030.942419999999,8168.9773860000005,6654.5678339999995,7901.123956,7268.201908,7577.470654,8625.905757999999,9675.2782,10974.173703999999,10402.107474,8628.136616,7201.254356,7670.456556,8162.23611,6937.282372,7761.274822000001,6461.637556,7272.954488,7689.529416,9176.235272,10007.29692,8939.033372,8112.965768,7351.493477999999,7424.026364,8017.607946000001
Colorado,1546.908696,1364.094196,1407.954464,1306.4495000000002,1378.3577380000002,1474.361816,1668.9924179999998,1617.902396,1590.222068,1448.324008,1376.391932,1514.455974,1496.227872,1478.9131,1460.139452,1370.96478,1458.724086,1545.624378,1765.393356,1728.322686,1578.1443,1486.275762,1480.091746,1525.856894,1511.82986,1430.813804,1453.72084,1390.296318,1444.706832,1482.15395,1848.5537520000003,1820.4439019999998,1586.471374,1533.9260900000002,1525.14669,1569.794584,1546.76905,1493.061096,1466.136332,1438.8549340000002,1482.281834,1588.56062,1714.6987560000002,1707.014742,1621.466714,1517.710114,1527.105788,1585.876424,1595.197344,1452.638536,1534.396208,1428.931044,1541.115828,1629.7140439999998,1894.5067119999999,1861.269422,1669.151448,1573.356078,1470.806712,1690.2110220000002,1580.473718,1483.9933059999998,1593.4051880000002,1478.43856,1582.874192,1832.4579959999999,1907.942948,1906.501642,1653.3215219999997,1607.935216,1565.025854,1701.10906,1768.1627059999998,1545.951892,1588.475996,1510.568996,1601.82528,1724.451758,1995.256208,1995.8133659999999,1767.975846,1670.622252,1635.4965659999998,1715.061524,1785.2666519999998,1656.85464,1655.789476,1576.081072,1645.9815299999998,1757.723552,2051.2324120000003,1945.4042160000001,1720.324154,1658.776652,1645.7095180000001,1757.845332,1729.682068,1571.618146,1606.185984,1567.727044,1618.7835719999998,1629.157964,1898.763408,1948.181008,1766.081998,1671.010572,1619.16316,1788.0074799999998,1791.116604,1620.149806,1689.7661219999998,1596.571804,1623.57394,1815.8988560000003,2043.355358,2009.679372,1828.303674,1706.922624,1674.1142,1767.662042,1813.917252,1658.622236,1676.549396,1601.731648,1632.0801020000001,1769.0576740000001,2072.85446,2115.92073,1862.6315879999997,1694.894026,1673.8487400000001,1811.206168,1766.465168,1658.2308819999998,1654.8319960000001,1585.5046379999999,1685.974594,1913.411736,2137.1307239999996,2078.3527160000003,1853.9567599999998,1701.4540499999998,1666.090048,1772.7154999999998,1810.7932700000001,1637.522626,1685.614376,1623.23798,1689.3150119999998,1849.9108339999998,2029.349694,2037.264458,1837.1890499999997,1686.0599880000002,1666.348466,1824.05386,1808.957624,1627.40652,1694.55383,1619.0757600000002,1698.747498,1771.716202,2045.6554899999999,1983.662688,1839.246984,1723.54193,1723.61888,1822.4250060000002,1838.360688,1635.872812,1708.835314,1610.349496,1668.365482,1814.539996,2007.4491600000001,2100.919838,1909.238106,1784.855426,1723.277004,1844.3550759999998,1861.95118,1678.417444,1715.058628,1605.156448,1698.461496,1913.3703119999998,2162.768504,2103.319974,1867.463612,1736.78822,1689.544902,1888.514084,1850.8415140000002,1625.1478359999999,1742.679592,1634.208502,1727.876544,1909.4125960000001,2168.296026,2099.113556,1914.624452,1728.3707140000001,1677.359366,1854.143706,1858.691444,1685.083056,1778.03178,1655.60748,1788.218324,1994.286388,2220.075412,2200.092536,1960.6671780000001,1787.6177400000001,1774.646648,1877.174024,1892.607086,1702.640824,1826.114508,1673.6490280000003,1763.5655279999999,1837.406112,2191.8902040000003,2269.05314,1958.2984339999998,1826.250278,1766.708618,1900.1454419999998,1882.533064,1752.8601279999998,1771.8173940000001,1589.01281,1766.8921999999998,1904.0942,2210.513362,2226.849612,1913.7009320000002,1810.546938,1706.658704,1884.626266,1857.4611680000003,1717.935956,1782.884842,1694.563034,1770.540146,1990.4440399999999,2250.070382,2243.978438,1967.9093560000001,1763.6558979999998,1692.402074,1808.6382740000001,1885.8228179999999,1721.508282,1830.098486,1703.796314,1738.0391479999998,1955.760712,2274.95784,2239.453336,1926.798784,1740.7015479999998,1743.437614,1944.841516,1931.149442,1724.849854,1856.860274,1718.5639159999998,1749.491564,1790.487182,2176.601524,2296.372448,1950.1636999999998,1782.520656,1660.177984,1907.7870340000002,1947.0799
